HOGI,MOD_DATE,PARTNO,PARTNAME,SPEC,PART_QTY,CMT,BRAND,GISONG,SPEED,CAPA,PLANT,ETHRU,CWT_SAFETY,CWT_BALANCE,CAR_BB,CAR_AA,MATERIAL
N27979L04,20260331,121C0218G0100,BALANCE WEIGHT,CONCRETE,7,-,LUXEN_1,GTLX_R,60,900,KR00,,N,50,1505,1660,CONCRETE (시멘트)
N27919L01,20260409,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",6,-,NEX_MR,GTLX,60,450,KC01,,N,50,1105,1300,CONCRETE (시멘트)
212668L09,20260508,12011078G0100,BALANCE WEIGHT,"SS400,PIT=2200(저피트용)",21,-,LUXEN_2,GTLX_R,120,1200,KR00,,N,50,1655,1860,STEEL (강판)
212668L11,20260508,12011078G0100,BALANCE WEIGHT,"SS400,PIT=2200(저피트용)",21,-,LUXEN_2,GTLX_R,120,1200,KR00,,N,50,1655,1860,STEEL (강판)
212668L13,20260410,12011078G0100,BALANCE WEIGHT,"SS400,PIT=2200(저피트용)",21,-,LUXEN_2,GTLX_R,120,1200,KR00,,GSB240DK,50,1655,1860,STEEL (강판)
N28031L01,20260306,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,-,NEX_MR,GTLX,90,750,KC01,,N,50,1505,1450,CONCRETE (시멘트)
N27869L01,20260427,121C0218G0100,BALANCE WEIGHT,CONCRETE,7,-,LUXEN_1,GTLX_R,90,1000,KR00,,N,50,1665,1660,CONCRETE (시멘트)
N28026L01,20260323,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,-,NEX_MR,GTLX,90,1000,KC01,,N,50,1555,1650,CONCRETE (시멘트)
N28026L17,20260330,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,-,NEX_MR,GTLX,90,1000,KC01,,N,50,1555,1650,CONCRETE (시멘트)
N28026L30,20260506,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,-,NEX_MR,GTLX,90,1000,KC01,,N,50,1555,1650,CONCRETE (시멘트)
N28026L33,20260506,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,-,NEX_MR,GTLX,90,1000,KC01,,N,50,1555,1650,CONCRETE (시멘트)
N28026L35,20260506,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,-,NEX_MR,GTLX,90,1000,KC01,,N,50,1555,1650,CONCRETE (시멘트)
N28026L37,20260506,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,-,NEX_MR,GTLX,90,1000,KC01,,N,50,1555,1650,CONCRETE (시멘트)
211348L39,20260619,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,-,NEWYZER,WBSS2_(SSVF),60,1000,KR00,,GSB240DK,50,1605,1710,CONCRETE (시멘트)
211348L41,20260619,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,-,NEWYZER,WBSS2_(SSVF),60,1000,KR00,,N,50,1605,1710,CONCRETE (시멘트)
210808L33,20260408,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,-,NEWYZER,WBSS2_(SSVF),60,1000,KR00,Y,N,50,1710,1760,CONCRETE (시멘트)
N28009L03,20260415,121C0218G0100,BALANCE WEIGHT,CONCRETE,5,-,NEX_MR,GTLX,90,550,KR00,,N,50,1285,1380,CONCRETE (시멘트)
N28009L12,20260507,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",5,-,NEX_MR,GTLX,90,550,KR00,,N,50,1285,1380,CONCRETE (시멘트)
N28009L13,20260506,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",5,-,NEX_MR,GTLX,90,550,KR00,,N,50,1185,1460,CONCRETE (시멘트)
N28009L16,20260506,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",5,-,NEX_MR,GTLX,90,550,KR00,,N,50,1285,1380,CONCRETE (시멘트)
N28009L18,20260506,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",5,-,NEX_MR,GTLX,90,550,KR00,,N,50,1285,1380,CONCRETE (시멘트)
N28009L19,20260507,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",5,-,NEX_MR,GTLX,90,550,KR00,,N,50,1285,1380,CONCRETE (시멘트)
N28087L02,20260521,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,-,NEX_MR,GTLX,90,1000,KC01,,N,50,1655,1650,CONCRETE (시멘트)
N28087L11,20260521,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,-,NEX_MR,GTLX,90,1000,KC01,,N,50,1655,1650,CONCRETE (시멘트)
211234L02,20260330,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,-,NEX_MRL,GTSS,90,1000,KR00,,N,50,1555,1660,CONCRETE (시멘트)
N28229L01,20260609,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,-,NEX_MR,GTLX,90,1150,KC01,,N,50,1835,1650,CONCRETE (시멘트)
N28229L02,20260323,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,-,NEX_MR,GTLX,90,1150,KC01,,N,50,1835,1650,CONCRETE (시멘트)
N28229L03,20260323,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,-,NEX_MR,GTLX,90,1150,KC01,,N,50,1835,1650,CONCRETE (시멘트)
N28229L05,20260323,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,-,NEX_MR,GTLX,90,1150,KC01,,N,50,1835,1650,CONCRETE (시멘트)
N27951L01,20260403,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,-,NEX_MR,GTLX,60,1000,KC01,,N,50,1655,1650,CONCRETE (시멘트)
E15822L01,20260415,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,-,LUXEN_2,WBLX1_(LXVF),60,1000,KR00,,N,50,1925,1410,CONCRETE (시멘트)
N28088L01,20260421,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,-,NEX_MR,GTLX,60,900,KC01,,N,50,1505,1650,CONCRETE (시멘트)
M20623NC200-M20623L08,20260608,12011121G0200,BALANCE WEIGHT,"CONCRETE,10kg,G/S",10,-,NOBRAND,WBLX1_(LXVF),150,1150,미지정,N,N,50,1670,1900,CONCRETE (시멘트)
N28239L01,20260403,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,-,NEX_MR,GTLX,60,750,KC01,,N,50,1505,1450,CONCRETE (시멘트)
N28263L01,20260414,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",6,-,NEX_MR,GTLX,90,1000,KR00,,N,50,1655,1660,CONCRETE (시멘트)
N28263L03,20260414,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",6,-,NEX_MR,GTLX,90,1000,KR00,,N,50,1655,1660,CONCRETE (시멘트)
N28263L10,20260414,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",6,-,NEX_MR,GTLX,90,1000,KR00,,N,50,1655,1660,CONCRETE (시멘트)
210646L04,20260812,12000283G01Z2,BALANCE WEIGHT,"SMP:신안산선,CONCRETE",6,-,NEWYZER,WBHS_(SSVF),150,2500,KR00,Y,N,50,2560,2000,CONCRETE (시멘트)
210646L04,20260812,12000067G01Z2,BALANCE WEIGHT,"SMP:신안산선,CONCRETE",3,-,NEWYZER,WBHS_(SSVF),150,2500,KR00,Y,N,50,2560,2000,CONCRETE (시멘트)
E15821L04,20260514,12000166G0100,BALANCE WEIGHT,"FC150, 10KG",22,-,IXEL,WBHS_(HSVF),240,1275,KR00,,N,50,1770,1800,FC (주철)
N28453L01,20260416,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,-,NEX_MR,GTLX,60,550,KC01,,N,50,1185,1450,CONCRETE (시멘트)
N28132L01,20260422,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,-,LUXEN_1,GTLX_R,105,1000,KR00,,N,50,1655,1660,CONCRETE (시멘트)
N28132L09,20260619,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,-,LUXEN_1,GTLX_R,105,1000,KR00,,N,50,1655,1660,CONCRETE (시멘트)
N28132L16,20260619,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,-,LUXEN_1,GTLX_R,105,1000,KR00,,N,50,1655,1660,CONCRETE (시멘트)
N28125L01,20260601,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,-,NEX_MR,GTLX,60,550,KC01,,N,50,1185,1450,CONCRETE (시멘트)
210557L08,20260514,12011121G0200,BALANCE WEIGHT,"CONCRETE,10kg,G/S",23,-,LUXEN_2,GTLX_R,120,1350,KR00,,N,50,1755,1960,CONCRETE (시멘트)
210557L16,20260514,12011121G0200,BALANCE WEIGHT,"CONCRETE,10kg,G/S",23,-,LUXEN_2,GTLX_R,120,1350,KR00,,N,50,1755,1960,CONCRETE (시멘트)
210557L18,20260514,12011121G0200,BALANCE WEIGHT,"CONCRETE,10kg,G/S",23,-,LUXEN_2,GTLX_R,120,1350,KR00,,N,50,1755,1960,CONCRETE (시멘트)
210557L19,20260514,12011121G0200,BALANCE WEIGHT,"CONCRETE,10kg,G/S",23,-,LUXEN_2,GTLX_R,120,1350,KR00,,N,50,1755,1960,CONCRETE (시멘트)
212720L01,20260410,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,-,NEX_MRL,GTSS,90,1150,KC01,,N,50,1755,1650,CONCRETE (시멘트)
213503L01,20260410,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,-,NEX_MRL,GTSS,60,1000,KC01,,N,50,1555,1650,CONCRETE (시멘트)
213184L01,20260526,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,-,NEX_MRL,GTSS,60,1000,KC01,,N,50,1555,1650,CONCRETE (시멘트)
N28463L04,20260415,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,-,NEX_MR,GTLX,60,1000,KC01,,N,50,1655,1650,CONCRETE (시멘트)
N28463L07,20260415,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,-,NEX_MR,GTLX,60,1000,KC01,,N,50,1655,1650,CONCRETE (시멘트)
N28463L10,20260415,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,-,NEX_MR,GTLX,90,1000,KC01,,N,50,1655,1650,CONCRETE (시멘트)
N28356L02,20260417,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",5,-,NEX_MR,GTLX,90,600,KR00,,N,50,1255,1460,CONCRETE (시멘트)
N28356L03,20260428,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",5,-,NEX_MR,GTLX,90,600,KR00,,N,50,1255,1460,CONCRETE (시멘트)
N28356L04,20260417,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",5,-,NEX_MR,GTLX,90,600,KR00,,N,50,1255,1460,CONCRETE (시멘트)
N28356L05,20260428,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",5,-,NEX_MR,GTLX,90,600,KR00,,N,50,1255,1460,CONCRETE (시멘트)
211688L12,20260714,12000166G0100,BALANCE WEIGHT,"FC150, 10KG",27,-,LUXEN_2,GTLX_R,120,1600,KR00,,N,50,1905,2060,FC (주철)
211688L14,20260714,12000166G0100,BALANCE WEIGHT,"FC150, 10KG",27,-,LUXEN_2,GTLX_R,120,1600,KR00,,N,50,1905,2060,FC (주철)
213733L01,20260608,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,-,NEWYZER,GTSS_R,60,1150,KR00,Y,N,50,1760,1860,CONCRETE (시멘트)
N28585L01,20260504,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,-,NEX_MR,GTLX,60,550,KC01,,N,50,1185,1450,CONCRETE (시멘트)
213751L01,20260522,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,-,NEX_MRL,GTSS,60,600,KC01,,N,50,1395,1300,CONCRETE (시멘트)
210830L14,20260720,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,-,NEWYZER,WBSS2_(SSVF),105,1600,KR00,,N,50,1820,2150,CONCRETE (시멘트)
214002L01,20260511,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,-,NEX_MRL,GTSS,60,1000,KC01,,N,50,1555,1650,CONCRETE (시멘트)
213596L01,20260512,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,-,NEX_MRL,GTSS,60,1000,KC01,,N,50,1555,1650,CONCRETE (시멘트)
213531L02,20260624,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",10,-,NEX_MRL,GTSS,105,1350,KR00,,N,50,1765,1860,CONCRETE (시멘트)
N28591L02,20260527,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",7,-,NEX_MR,GTLX,60,1150,KR00,,N,50,1655,1860,CONCRETE (시멘트)
N28591L03,20260706,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",7,-,NEX_MR,GTLX,60,1150,KR00,,N,50,1655,1860,CONCRETE (시멘트)
N27962L02,20260616,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,-,NEX_MR,GTLX,90,1150,KC01,,N,50,1655,1850,CONCRETE (시멘트)
213466L41,20260623,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,-,NEX_MRL,GTSS,60,1150,KR00,,N,50,1755,1710,CONCRETE (시멘트)
099995L13,20260617,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",10,-,NEWYZER,GTSS_R,105,1350,KR00,,N,50,1755,1860,CONCRETE (시멘트)
N27041L01,20260122,121C0218G0100,BALANCE WEIGHT,CONCRETE,0,-,LUXEN_2,WBLX1_(LXVF),60,1150,KR00,,N,50,2142,1460,CONCRETE (시멘트)
N27041L01,20260122,12000284G0100,BALANCE WEIGHT,CONCRETE,4,-,LUXEN_2,WBLX1_(LXVF),60,1150,KR00,,N,50,2142,1460,CONCRETE (시멘트)
N27041L01,20260122,VD005319G0200,BALANCE WEIGHT,"SS400,10.0 KG",7,-,LUXEN_2,WBLX1_(LXVF),60,1150,KR00,,N,50,2142,1460,STEEL (강판)
208013L07,20260108,121C0218G0100,BALANCE WEIGHT,CONCRETE,2,-,LUXEN_2,GTLX_R,105,1200,KR00,,N,50,1605,1860,CONCRETE (시멘트)
208013L07,20260108,12000284G0100,BALANCE WEIGHT,CONCRETE,4,-,LUXEN_2,GTLX_R,105,1200,KR00,,N,50,1605,1860,CONCRETE (시멘트)
209971L07,20260203,12000067G0100,BALANCE WEIGHT,CONCRETE,4,-,LUXEN_2,GTLX_R,120,1350,KR00,,N,50,1855,1860,CONCRETE (시멘트)
209971L07,20260203,12000283G0100,BALANCE WEIGHT,CONCRETE,10,-,LUXEN_2,GTLX_R,120,1350,KR00,,N,50,1855,1860,CONCRETE (시멘트)
209971L08,20260126,12000067G0100,BALANCE WEIGHT,CONCRETE,2,-,LUXEN_2,GTLX_R,120,1150,KR00,,N,50,1655,1860,CONCRETE (시멘트)
209971L08,20260126,12000283G0100,BALANCE WEIGHT,CONCRETE,10,-,LUXEN_2,GTLX_R,120,1150,KR00,,N,50,1655,1860,CONCRETE (시멘트)
211283L01,20260619,12000067G0100,BALANCE WEIGHT,CONCRETE,3,-,LUXEN_2,GTLX_R,120,1200,KR00,,N,50,1605,1860,CONCRETE (시멘트)
211283L01,20260619,12000283G0100,BALANCE WEIGHT,CONCRETE,5,-,LUXEN_2,GTLX_R,120,1200,KR00,,N,50,1605,1860,CONCRETE (시멘트)
211283L03,20260703,12000067G0100,BALANCE WEIGHT,CONCRETE,3,-,LUXEN_2,GTLX_R,120,1200,KR00,,N,50,1605,1860,CONCRETE (시멘트)
211283L03,20260703,12000283G0100,BALANCE WEIGHT,CONCRETE,5,-,LUXEN_2,GTLX_R,120,1200,KR00,,N,50,1605,1860,CONCRETE (시멘트)
211283L04,20260703,12000067G0100,BALANCE WEIGHT,CONCRETE,3,-,LUXEN_2,GTLX_R,120,1200,KR00,,N,50,1605,1860,CONCRETE (시멘트)
211283L04,20260703,12000283G0100,BALANCE WEIGHT,CONCRETE,5,-,LUXEN_2,GTLX_R,120,1200,KR00,,N,50,1605,1860,CONCRETE (시멘트)
211283L10,20260616,121C0218G0100,BALANCE WEIGHT,CONCRETE,2,-,LUXEN_2,GTLX_R,105,1200,KR00,,N,50,1605,1860,CONCRETE (시멘트)
211283L10,20260616,12000284G0100,BALANCE WEIGHT,CONCRETE,4,-,LUXEN_2,GTLX_R,105,1200,KR00,,N,50,1605,1860,CONCRETE (시멘트)
211283L11,20260812,12000067G0100,BALANCE WEIGHT,CONCRETE,3,-,LUXEN_2,GTLX_R,120,1200,KR00,,N,50,1605,1860,CONCRETE (시멘트)
211283L11,20260812,12000283G0100,BALANCE WEIGHT,CONCRETE,5,-,LUXEN_2,GTLX_R,120,1200,KR00,,N,50,1605,1860,CONCRETE (시멘트)
211283L12,20260812,12000067G0100,BALANCE WEIGHT,CONCRETE,3,-,LUXEN_2,GTLX_R,120,1200,KR00,,N,50,1605,1860,CONCRETE (시멘트)
211283L12,20260812,12000283G0100,BALANCE WEIGHT,CONCRETE,5,-,LUXEN_2,GTLX_R,120,1200,KR00,,N,50,1605,1860,CONCRETE (시멘트)
211283L13,20260428,121C0218G0100,BALANCE WEIGHT,CONCRETE,2,-,LUXEN_2,GTLX_R,105,1200,KR00,,N,50,1605,1860,CONCRETE (시멘트)
211283L13,20260428,12000284G0100,BALANCE WEIGHT,CONCRETE,4,-,LUXEN_2,GTLX_R,105,1200,KR00,,N,50,1605,1860,CONCRETE (시멘트)
211283L14,20260428,121C0218G0100,BALANCE WEIGHT,CONCRETE,2,-,LUXEN_2,GTLX_R,105,1200,KR00,,N,50,1605,1860,CONCRETE (시멘트)
211283L14,20260428,12000284G0100,BALANCE WEIGHT,CONCRETE,4,-,LUXEN_2,GTLX_R,105,1200,KR00,,N,50,1605,1860,CONCRETE (시멘트)
N27195L01,20260107,12000067G0100,BALANCE WEIGHT,CONCRETE,4,-,LUXEN_2,GTLX_R,150,1600,KR00,,N,50,1905,2122,CONCRETE (시멘트)
N27195L01,20260107,12000283G0100,BALANCE WEIGHT,CONCRETE,13,-,LUXEN_2,GTLX_R,150,1600,KR00,,N,50,1905,2122,CONCRETE (시멘트)
N27193L34,20260402,121C0218G0100,BALANCE WEIGHT,CONCRETE,3,-,NEX_MR,GTLX,105,1150,KR00,,N,50,1655,1860,CONCRETE (시멘트)
N27193L34,20260402,12000284G0100,BALANCE WEIGHT,CONCRETE,2,-,NEX_MR,GTLX,105,1150,KR00,,N,50,1655,1860,CONCRETE (시멘트)
N27193L35,20260306,121C0218G0100,BALANCE WEIGHT,CONCRETE,3,-,NEX_MR,GTLX,105,1150,KR00,,N,50,1655,1860,CONCRETE (시멘트)
N27193L35,20260306,12000284G0100,BALANCE WEIGHT,CONCRETE,2,-,NEX_MR,GTLX,105,1150,KR00,,N,50,1655,1860,CONCRETE (시멘트)
209702L05,20260330,121C0218G0100,BALANCE WEIGHT,CONCRETE,2,-,NEWYZER,GTSS_R,60,750,KR00,,GSB240DK,50,1755,1160,CONCRETE (시멘트)
209702L05,20260330,12000284G0100,BALANCE WEIGHT,CONCRETE,1,-,NEWYZER,GTSS_R,60,750,KR00,,GSB240DK,50,1755,1160,CONCRETE (시멘트)
210788L08,20260415,121C0218G0100,BALANCE WEIGHT,CONCRETE,0,-,NEWYZER,GTSS_R,60,1200,KR00,,GSB240DK,50,1865,1660,CONCRETE (시멘트)
210788L08,20260415,12000284G0100,BALANCE WEIGHT,CONCRETE,0,-,NEWYZER,GTSS_R,60,1200,KR00,,GSB240DK,50,1865,1660,CONCRETE (시멘트)
N27382L02,20260413,121C0218G0100,BALANCE WEIGHT,CONCRETE,3,-,LUXEN_1,GTLX_R,90,900,KR00,,N,50,1505,1660,CONCRETE (시멘트)
N27382L02,20260413,12000284G0100,BALANCE WEIGHT,CONCRETE,2,-,LUXEN_1,GTLX_R,90,900,KR00,,N,50,1505,1660,CONCRETE (시멘트)
N27159L02,20260319,C120P016304,BALANCE WEIGHT,10KG,7,-,NEX_MR,GTLX,105,1000,KC01,,N,50,1655,1650,기타/미지정
211689L03,20260227,12000067G0100,BALANCE WEIGHT,CONCRETE,2,-,NEX_MR,GTLX,120,1150,KR00,,N,50,1555,1860,CONCRETE (시멘트)
211689L03,20260227,12000283G0100,BALANCE WEIGHT,CONCRETE,3,-,NEX_MR,GTLX,120,1150,KR00,,N,50,1555,1860,CONCRETE (시멘트)
211689L06,20260227,12000067G0100,BALANCE WEIGHT,CONCRETE,2,-,NEX_MR,GTLX,120,1150,KR00,,N,50,1555,1860,CONCRETE (시멘트)
211689L06,20260227,12000283G0100,BALANCE WEIGHT,CONCRETE,3,-,NEX_MR,GTLX,120,1150,KR00,,N,50,1555,1860,CONCRETE (시멘트)
N27377L01,20260112,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,SUBSYSTEM",7,-,NEX_MR,GTLX,90,900,KC01,,N,50,1505,1650,CONCRETE (시멘트)
210687L04,20260324,121C0218G0100,BALANCE WEIGHT,CONCRETE,0,-,NEX_MRL,GTSS,105,1200,KR00,,N,50,1605,1860,CONCRETE (시멘트)
210687L04,20260324,12000284G0100,BALANCE WEIGHT,CONCRETE,0,-,NEX_MRL,GTSS,105,1200,KR00,,N,50,1605,1860,CONCRETE (시멘트)
N27720L01,20260126,121C0218G0100,BALANCE WEIGHT,CONCRETE,2,-,NEX_MRL,GTSS,60,750,KR00,,N,50,1605,1310,CONCRETE (시멘트)
N27720L01,20260126,12000284G0100,BALANCE WEIGHT,CONCRETE,2,-,NEX_MRL,GTSS,60,750,KR00,,N,50,1605,1310,CONCRETE (시멘트)
N27780L01,20260306,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,-,NEX_MR,GTLX,60,1000,KC01,,N,50,1655,1650,CONCRETE (시멘트)
N27780L03,20260306,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,-,NEX_MR,GTLX,60,1000,KC01,,N,50,1655,1650,CONCRETE (시멘트)
213238L01,20260512,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,-,NEX_MRL,GTSS,60,1000,KC01,,N,50,1555,1650,CONCRETE (시멘트)
213032L01,20260323,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,-,NEX_MRL,GTSS,60,550,KC01,,N,50,1305,1300,CONCRETE (시멘트)
212727L01,20260311,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,-,NEX_MRL,GTSS,60,700,KC01,,N,50,1505,1300,CONCRETE (시멘트)
213135L02,20260306,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,-,NEX_MRL,GTSS_E,60,1000,KR00,,N,50,1555,1660,CONCRETE (시멘트)
212671L01,20260507,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,-,NEX_MRL,GTSS,60,1150,KC01,,N,50,1555,1850,CONCRETE (시멘트)
213135L01,20260306,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,-,NEX_MRL,GTSS_E,60,1000,KR00,,N,50,1555,1660,CONCRETE (시멘트)
212698L01,20260306,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,-,NEX_MRL,GTSS_E,60,550,KR00,,N,50,1305,1310,CONCRETE (시멘트)
N27938L07,20260331,121C0218G0100,BALANCE WEIGHT,CONCRETE,7,-,NEX_MR,GTLX,60,1000,KR00,,N,50,1555,1660,CONCRETE (시멘트)
213153L01,20260331,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,-,NEX_MRL,GTSS,60,1150,KC01,,N,50,1555,1850,CONCRETE (시멘트)
212984L01,20260330,121C0218G0100,BALANCE WEIGHT,CONCRETE,5,-,NEX_MRL,GTSS_E,15,200,KR00,,N,50,1155,1060,CONCRETE (시멘트)
213347L01,20260325,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,-,NEX_MRL,GTSS,60,750,KC01,,N,50,1605,1300,CONCRETE (시멘트)
212968L01,20260323,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,-,NEX_MRL,GTSS,60,1000,KC01,,N,50,1555,1650,CONCRETE (시멘트)
212415L02,20260512,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,-,NEX_MRL,GTSS,60,1350,KR00,,N,50,1955,1660,CONCRETE (시멘트)
M20623NC200-M20623L06,20260608,12011121G0200,BALANCE WEIGHT,"CONCRETE,10kg,G/S",10,-,NOBRAND,WBLX1_(LXVF),150,1150,미지정,N,N,50,1670,1900,CONCRETE (시멘트)
N28041L17,20260701,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",10,-,NEX_MR,GTLX,90,1000,KC01,,N,50,1755,1550,CONCRETE (시멘트)
N28041L18,20260701,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",10,-,NEX_MR,GTLX,90,1000,KC01,,N,50,1755,1550,CONCRETE (시멘트)
N28045L01,20260324,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,-,NEX_MR,GTLX,60,1000,KC01,,N,50,1655,1650,CONCRETE (시멘트)
N28139L01,20260324,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,-,NEX_MR,GTLX,60,550,KC01,,N,50,1185,1450,CONCRETE (시멘트)
211656L19,20260806,12000067G0100,BALANCE WEIGHT,CONCRETE,14,-,LUXEN_2,GTLX_R,120,1200,KR00,,N,50,1655,1860,CONCRETE (시멘트)
211656L19,20260806,12000283G0100,BALANCE WEIGHT,CONCRETE,5,-,LUXEN_2,GTLX_R,120,1200,KR00,,N,50,1655,1860,CONCRETE (시멘트)
213479L01,20260521,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,-,NEX_MRL,GTSS,90,750,KC01,,N,50,1605,1300,CONCRETE (시멘트)
213600L01,20260324,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,-,NEX_MRL,GTSS,60,1000,KC01,,N,50,1555,1650,CONCRETE (시멘트)
N27769L01,20260506,12000067G0100,BALANCE WEIGHT,CONCRETE,13,-,LUXEN_2,GTLX_R,120,1350,KR00,,N,50,1655,2060,CONCRETE (시멘트)
212133L10,20260831,12000067G0100,BALANCE WEIGHT,CONCRETE,23,-,LUXEN_2,WBLX1_(LXVF),120,1000,KR00,,N,50,1605,1710,CONCRETE (시멘트)
212769L01,20260623,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,-,NEWYZER,GTSS_R,105,1150,KR00,,N,50,1655,1760,CONCRETE (시멘트)
E15823L02,20260415,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,-,NEWYZER,WBSS2_(SSVF),90,600,KR00,,N,50,1495,1210,CONCRETE (시멘트)
212769L02,20260903,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,-,NEWYZER,GTSS_R,105,1000,KR00,,N,50,1555,1660,CONCRETE (시멘트)
212769L03,20260903,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,-,NEWYZER,GTSS_R,105,1000,KR00,,N,50,1555,1660,CONCRETE (시멘트)
