PARENTNO,PROD_STATUS,PROD_MODDATE,BRAND,GISONG,ASPSCD,SPEED,CAPA,PARTNO,PARTNAME,SPEC,PART_QTY,CMT,BLOCKNO
212435L20,RLS,2026-06-19,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000283G0100,BALANCE WEIGHT,CONCRETE,13,,B120B03
210003L48,RLS,2026-01-15,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,121C0218G0100,BALANCE WEIGHT,CONCRETE,2,,B120B03
210003L48,RLS,2026-01-15,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000284G0100,BALANCE WEIGHT,CONCRETE,4,,B120B03
211991L01,RLS,2026-03-31,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,121C0218G0100,BALANCE WEIGHT,CONCRETE,0,,B120B03
211991L01,RLS,2026-03-31,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000284G0100,BALANCE WEIGHT,CONCRETE,0,,B120B03
209618L02,RLS,2026-02-06,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,121C0218G0100,BALANCE WEIGHT,CONCRETE,0,,B120B03
209618L02,RLS,2026-02-06,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000284G0100,BALANCE WEIGHT,CONCRETE,0,,B120B03
211283L16,RLS,2026-06-19,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,121C0218G0100,BALANCE WEIGHT,CONCRETE,2,,B120B03
211283L16,RLS,2026-06-19,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000284G0100,BALANCE WEIGHT,CONCRETE,4,,B120B03
211283L17,RLS,2026-07-03,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000067G0100,BALANCE WEIGHT,CONCRETE,3,,B120B03
211283L17,RLS,2026-07-03,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000283G0100,BALANCE WEIGHT,CONCRETE,5,,B120B03
211283L18,RLS,2026-07-03,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000067G0100,BALANCE WEIGHT,CONCRETE,3,,B120B03
211283L18,RLS,2026-07-03,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000283G0100,BALANCE WEIGHT,CONCRETE,5,,B120B03
211283L20,RLS,2026-01-08,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,121C0218G0100,BALANCE WEIGHT,CONCRETE,2,,B120B03
211283L20,RLS,2026-01-08,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000284G0100,BALANCE WEIGHT,CONCRETE,4,,B120B03
211283L22,RLS,2026-04-28,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,121C0218G0100,BALANCE WEIGHT,CONCRETE,2,,B120B03
211283L22,RLS,2026-04-28,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000284G0100,BALANCE WEIGHT,CONCRETE,4,,B120B03
211283L24,RLS,2026-04-28,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000067G0100,BALANCE WEIGHT,CONCRETE,3,,B120B03
211283L24,RLS,2026-04-28,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000283G0100,BALANCE WEIGHT,CONCRETE,5,,B120B03
211283L25,RLS,2026-01-08,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,121C0218G0100,BALANCE WEIGHT,CONCRETE,2,,B120B03
211283L25,RLS,2026-01-08,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000284G0100,BALANCE WEIGHT,CONCRETE,4,,B120B03
211283L26,RLS,2026-01-08,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,121C0218G0100,BALANCE WEIGHT,CONCRETE,2,,B120B03
211283L26,RLS,2026-01-08,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000284G0100,BALANCE WEIGHT,CONCRETE,4,,B120B03
N27371L01,RLS,2026-01-13,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C120P016304,BALANCE WEIGHT,10KG,0,,B120B03
212575L01,RLS,2026-03-24,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C120P016304,BALANCE WEIGHT,10KG,0,,B120B03
212087L05,RLS,2026-04-15,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000067G0100,BALANCE WEIGHT,CONCRETE,0,,B120B03
212087L05,RLS,2026-04-15,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,121C0218G0100,BALANCE WEIGHT,CONCRETE,10,"※ 하부 공간 부족으로 인하여, 짧은 밸런스웨이트로 변경",B120B03
212087L05,RLS,2026-04-15,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000283G0100,BALANCE WEIGHT,CONCRETE,0,,B120B03
N27832L01,RLS,2026-01-22,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,SUBSYSTEM",7,,B120B03
N27477L02,RLS,2026-03-13,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000166G0100,BALANCE WEIGHT,"FC150, 10KG",30,,B120B03
N27774L09,RLS,2026-01-15,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,SUBSYSTEM",7,,B120B03
N27600L01,RLS,2026-01-28,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,121C0218G0100,BALANCE WEIGHT,CONCRETE,0,,B120B03
N27600L01,RLS,2026-01-28,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000284G0100,BALANCE WEIGHT,CONCRETE,0,,B120B03
N26347L01,RLS,2026-01-22,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,121C0218G0100,BALANCE WEIGHT,CONCRETE,2,,B120B03
N26347L01,RLS,2026-01-22,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000284G0100,BALANCE WEIGHT,CONCRETE,2,,B120B03
N28011L02,RLS,2026-03-02,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,121C0218G0100,BALANCE WEIGHT,CONCRETE,7,,B120B03
N28011L04,RLS,2026-03-02,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,121C0218G0100,BALANCE WEIGHT,CONCRETE,7,,B120B03
N28011L05,RLS,2026-03-02,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,121C0218G0100,BALANCE WEIGHT,CONCRETE,7,,B120B03
N27885L09,RLS,2026-04-25,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,121C0218G0100,BALANCE WEIGHT,CONCRETE,5,,B120B03
212821L01,RLS,2026-03-24,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
212156L01,RLS,2026-05-13,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
213326L02,RLS,2026-03-23,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
213459L01,RLS,2026-03-30,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
212330L27,RLS,2026-05-14,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
212330L31,RLS,2026-05-14,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
212330L32,RLS,2026-05-14,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
212330L33,RLS,2026-05-14,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
212330L34,RLS,2026-05-14,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
N28009L05,RLS,2026-05-07,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",5,,B120B03
N28009L10,RLS,2026-04-15,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,121C0218G0100,BALANCE WEIGHT,CONCRETE,5,,B120B03
N28009L21,RLS,2026-05-07,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",5,,B120B03
N28009L23,RLS,2026-05-06,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",5,,B120B03
N28009L25,RLS,2026-05-06,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",5,,B120B03
N28087L13,RLS,2026-05-21,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
N28124L01,RLS,2026-04-27,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
212448L04,RLS,2026-06-01,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
N28112L01,RLS,2026-04-16,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
N28112L03,RLS,2026-04-16,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
N28112L04,RLS,2026-04-16,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",10,,B120B03
N28112L05,RLS,2026-05-06,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",10,,B120B03
N28112L28,RLS,2026-04-16,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
212845L01,RLS,2026-05-07,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
N28261L06,RLS,2026-04-16,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
N28261L07,RLS,2026-04-16,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
N28261L09,RLS,2026-04-16,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
N27195L08,RLS,2026-05-06,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000067G0100,BALANCE WEIGHT,CONCRETE,4,,B120B03
N27195L08,RLS,2026-05-06,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000283G0100,BALANCE WEIGHT,CONCRETE,13,,B120B03
213578L01,RLS,2026-04-27,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
N28348L01,RLS,2026-04-23,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
N28427L01,RLS,2026-04-22,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",5,,B120B03
N28427L03,RLS,2026-04-22,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",5,,B120B03
212312L01,RLS,2026-04-28,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
N28060L01,RLS,2026-07-02,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G0200,BALANCE WEIGHT,"CONCRETE,10kg,G/S",13,,B120B03
N28060L02,RLS,2026-07-02,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G0200,BALANCE WEIGHT,"CONCRETE,10kg,G/S",13,,B120B03
N28060L03,RLS,2026-08-03,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",10,,B120B03
212929L04,RLS,2026-07-01,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
N28325L02,RLS,2026-04-16,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
N28387L01,RLS,2026-04-16,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
N28098L01,RLS,2026-06-11,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
213018L01,RLS,2026-04-16,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
213066L01,RLS,2026-06-17,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
N27635L02,RLS,2026-06-30,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G0200,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
213239L02,RLS,2026-06-08,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G0200,BALANCE WEIGHT,"CONCRETE,10kg,G/S",30,,B120B03
213239L03,RLS,2026-06-08,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G0200,BALANCE WEIGHT,"CONCRETE,10kg,G/S",30,,B120B03
N28332L04,RLS,2026-07-06,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
N28332L05,RLS,2026-08-20,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
N28332L10,RLS,2026-07-06,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
N28332L12,RLS,2026-08-20,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
N28332L13,RLS,2026-08-20,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
N28332L17,RLS,2026-07-06,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
N28559L01,RLS,2026-05-14,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
N28634L01,RLS,2026-05-14,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
209141L01,RLS,2026-07-01,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12010741G0100,BALANCE WEIGHT,SS400,25,,B120B03
209141L08,RLS,2026-07-01,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12010741G0100,BALANCE WEIGHT,SS400,25,,B120B03
209141L10,RLS,2026-07-10,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000166G0100,BALANCE WEIGHT,"FC150, 10KG",25,,B120B03
209141L11,RLS,2026-07-01,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12010741G0100,BALANCE WEIGHT,SS400,25,,B120B03
209141L16,RLS,2026-07-10,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000166G0100,BALANCE WEIGHT,"FC150, 10KG",25,,B120B03
212435L01,RLS,2026-06-19,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,121C0218G0100,BALANCE WEIGHT,CONCRETE,3,,B120B03
212435L01,RLS,2026-06-19,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000284G0100,BALANCE WEIGHT,CONCRETE,11,,B120B03
212435L02,RLS,2026-06-22,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,121C0218G0100,BALANCE WEIGHT,CONCRETE,4,,B120B03
212435L02,RLS,2026-06-22,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000284G0100,BALANCE WEIGHT,CONCRETE,13,,B120B03
212435L03,RLS,2026-06-23,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,121C0218G0100,BALANCE WEIGHT,CONCRETE,4,,B120B03
212435L03,RLS,2026-06-23,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000284G0100,BALANCE WEIGHT,CONCRETE,13,,B120B03
212435L04,RLS,2026-06-24,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,121C0218G0100,BALANCE WEIGHT,CONCRETE,4,,B120B03
212435L04,RLS,2026-06-24,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000284G0100,BALANCE WEIGHT,CONCRETE,13,,B120B03
212435L05,RLS,2026-06-24,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,121C0218G0100,BALANCE WEIGHT,CONCRETE,4,,B120B03
212435L05,RLS,2026-06-24,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000284G0100,BALANCE WEIGHT,CONCRETE,13,,B120B03
211112L01,RLS,2026-06-25,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",0,,B120B03
211112L02,RLS,2026-06-25,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",0,,B120B03
210794L21,RLS,2026-06-01,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G0100,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
210794L24,RLS,2026-08-04,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",0,,B120B03
N28604L01,RLS,2026-05-19,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
N28617L01,RLS,2026-07-08,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
N28485L03,RLS,2026-08-28,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",7,,B120B03
N28485L06,RLS,2026-08-28,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",7,,B120B03
N28485L20,RLS,2026-08-28,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",7,,B120B03
N28485L22,RLS,2026-08-28,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",7,,B120B03
N28485L25,RLS,2026-07-16,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",7,,B120B03
N28485L26,RLS,2026-07-16,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",7,,B120B03
N28507L01,RLS,2026-08-07,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
214251L01,RLS,2026-05-19,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
214173L01,RLS,2026-05-19,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
211388L04,RLS,2026-07-22,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000067G0100,BALANCE WEIGHT,CONCRETE,2,,B120B03
211388L04,RLS,2026-07-22,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000283G0100,BALANCE WEIGHT,CONCRETE,9,,B120B03
207547L60,RLS,2026-01-09,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,121C0218G0100,BALANCE WEIGHT,CONCRETE,0,,B120B03
207547L60,RLS,2026-01-09,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000284G0100,BALANCE WEIGHT,CONCRETE,0,,B120B03
209325L01,RLS,2026-01-09,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,VD005319G0200,BALANCE WEIGHT,"SS400,10.0 KG",30,,B120B03
209325L02,RLS,2026-01-09,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,VD005319G0200,BALANCE WEIGHT,"SS400,10.0 KG",30,,B120B03
209325L03,RLS,2026-01-09,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,VD005319G0200,BALANCE WEIGHT,"SS400,10.0 KG",30,,B120B03
209325L04,RLS,2026-01-09,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,VD005319G0200,BALANCE WEIGHT,"SS400,10.0 KG",30,,B120B03
209325L06,RLS,2026-01-15,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,VD005319G0200,BALANCE WEIGHT,"SS400,10.0 KG",30,,B120B03
210798L15,RLS,2026-05-19,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000166G0100,BALANCE WEIGHT,"FC150, 10KG",26,,B120B03
211854L01,RLS,2026-02-10,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,121C0218G0100,BALANCE WEIGHT,CONCRETE,0,,B120B03
211854L01,RLS,2026-02-10,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000284G0100,BALANCE WEIGHT,CONCRETE,0,,B120B03
210694L03,RLS,2026-05-21,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000067G0100,BALANCE WEIGHT,CONCRETE,7,,B120B03
210694L03,RLS,2026-05-21,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000283G0100,BALANCE WEIGHT,CONCRETE,9,,B120B03
210646L10,RLS,2026-08-07,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000283G01Z2,BALANCE WEIGHT,"SMP:신안산선,CONCRETE",6,,B120B03
210646L10,RLS,2026-08-07,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000067G01Z2,BALANCE WEIGHT,"SMP:신안산선,CONCRETE",8,,B120B03
210646L13,RLS,2026-08-07,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000283G01Z2,BALANCE WEIGHT,"SMP:신안산선,CONCRETE",6,,B120B03
210646L13,RLS,2026-08-07,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000067G01Z2,BALANCE WEIGHT,"SMP:신안산선,CONCRETE",8,,B120B03
N27193L18,RLS,2026-03-06,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,121C0218G0100,BALANCE WEIGHT,CONCRETE,3,,B120B03
N27193L18,RLS,2026-03-06,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000284G0100,BALANCE WEIGHT,CONCRETE,2,,B120B03
N27193L19,RLS,2026-04-02,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,121C0218G0100,BALANCE WEIGHT,CONCRETE,3,,B120B03
N27193L19,RLS,2026-04-02,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000284G0100,BALANCE WEIGHT,CONCRETE,2,,B120B03
N27193L20,RLS,2026-03-06,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,121C0218G0100,BALANCE WEIGHT,CONCRETE,3,,B120B03
N27193L20,RLS,2026-03-06,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000284G0100,BALANCE WEIGHT,CONCRETE,2,,B120B03
N27289L01,RLS,2026-02-11,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,121C0218G0100,BALANCE WEIGHT,CONCRETE,0,,B120B03
N27289L01,RLS,2026-02-11,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000284G0100,BALANCE WEIGHT,CONCRETE,0,,B120B03
N26863L01,RLS,2026-01-21,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,121C0218G0100,BALANCE WEIGHT,CONCRETE,0,,B120B03
N26863L01,RLS,2026-01-21,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000284G0100,BALANCE WEIGHT,CONCRETE,0,,B120B03
003076NC203-003076L04,RLS,2026-02-09,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000166G0100,BALANCE WEIGHT,"FC150, 10KG",25,,B120B03
003076NC203-003076L03,RLS,2026-02-27,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000166G0100,BALANCE WEIGHT,"FC150, 10KG",25,,B120B03
N27426L02,RLS,2026-01-15,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,121C0218G0100,BALANCE WEIGHT,CONCRETE,3,,B120B03
